,MIN_PRICE,MAX_PRICE,CLASSIFICATION_GENRE,VENUE_LATITUDE,VENUE_LONGITUDE
57656,45.0,55.0,Hip-Hop/Rap,36.117775,-115.172576
57666,18.74,18.74,Rock,40.014735,-83.000349
57703,10.0,10.0,Alternative,40.014735,-83.000349
57720,60.0,130.0,Rock,47.29161723561205,-122.1966087
57740,29.0,29.0,Alternative,42.2022294,-83.1510348
57742,27.69,39.02,Alternative,41.5341,-73.58431
57747,0.0,0.0,Country,41.571146,-81.570444
57750,25.0,35.0,Dance/Electronic,39.75333786,-104.99507141
57832,20.0,30.0,Rock,33.451777,-112.076837
57837,30.0,30.0,Rock,33.449979,-112.074318
57850,17.0,23.0,Pop,40.037657,-76.304422
57868,59.5,99.5,Rock,42.3499769,-71.0652677
57870,29.28,29.28,Folk,37.76675,-122.430607
57877,45.0,55.0,R&B,21.27665138244629,-157.826171875
57878,45.0,55.0,R&B,21.27665138244629,-157.826171875
57880,45.0,55.0,R&B,21.27665138244629,-157.826171875
57943,45.0,75.0,Rock,38.9174,-77.028992
57959,20.0,45.0,Country,34.74113784062877,-92.27955864518148
57972,37.05,37.05,Rock,37.7755,-122.4378
57984,96.22,96.22,Alternative,36.137061,-86.778496
57990,32.5,32.5,Hip-Hop/Rap,47.66126297,-122.31405191
58032,32.5,32.5,Rock,33.751769,-84.389681
58043,21.04,21.04,Rock,32.767448,-117.20224
58044,29.5,64.5,Undefined,33.8402272,-84.3795437
58054,30.5,30.5,Country,26.121094,-80.146162
58055,39.99,69.99,Undefined,36.135691,-115.152356
58058,0.0,0.0,Rock,41.857717,-87.657459
58060,0.0,0.0,Rock,41.857717,-87.657459
58077,36.0,76.0,Rock,41.588643,-93.638339
58079,44.5,99.5,Rock,29.226998,-81.010542
58080,45.0,55.0,Classical,25.94960232,-80.13458177
58089,25.0,25.0,R&B,39.753332,-104.992516
58102,25.0,25.0,Alternative,42.636742,-83.291705
58107,24.5,61.5,Rock,41.588643,-93.638339
58108,30.0,45.0,Country,30.691136,-88.043415
58111,20.48,20.48,Pop,33.777011,-117.940602
58117,20.0,20.0,Alternative,42.3998466,-83.0611727
58134,103.0,1503.0,Country,36.116156,-115.175058
58141,0.0,0.0,Rock,28.5413248,-81.3699337
58150,24.5,61.5,Undefined,37.97268218,-87.5689233
58155,15.0,15.0,Rock,38.6559391,-90.3049733
58193,25.18,25.18,World,39.7305946,-104.9886474
58196,25.18,25.18,World,39.7305946,-104.9886474
58212,35.0,35.0,Hip-Hop/Rap,32.225101,-110.969001
58264,49.0,49.0,Rock,47.713056,-122.570966
58269,27.5,55.0,Rock,39.75333786,-104.99507141
58294,45.76,56.06,Jazz,40.7590167,-73.9896861
58324,45.76,56.06,Jazz,40.7590167,-73.9896861
58329,45.76,56.06,Jazz,40.7590167,-73.9896861
58332,45.76,56.06,Jazz,40.7590167,-73.9896861
58337,45.76,56.06,Jazz,40.7590167,-73.9896861
58354,64.5,64.5,Religious,36.087535,-115.174742
58386,36.99,67.89,Metal,42.363501,-71.10162
58392,45.0,120.5,Rock,39.197639,-86.238487
58410,28.75,39.05,Country,33.02461,-117.07675
58411,175.0,380.0,R&B,36.1276013,-115.1676835
58416,20.0,20.0,Folk,42.3998466,-83.0611727
58425,13.6,13.6,Other,42.804029,78.754345
58429,45.76,56.06,Jazz,40.7590167,-73.9896861
58433,25.18,25.18,World,39.7305946,-104.9886474
58434,12.83,25.69,Other,33.529436,-117.771375
58435,15.0,15.0,Alternative,42.36422,-71.10133
58440,25.18,25.18,World,39.7305946,-104.9886474
58449,35.0,65.0,Undefined,40.734917,-73.9884469
58462,29.5,69.5,Rock,40.77517125,-73.56055321
58466,35.0,35.0,Country,38.839787,-77.061339
58468,12.0,12.0,Alternative,39.092089,-84.493152
58477,35.0,75.0,Rock,46.779432,-92.098818
58501,43.69,92.61,Jazz,38.299671,-122.285516
58503,43.69,92.61,Jazz,38.299671,-122.285516
58506,43.69,92.61,Jazz,38.299671,-122.285516
58522,0.0,0.0,Rock,41.5706596,-81.5733357
58523,20.0,20.0,Blues,41.2453832,-75.8818108
58531,22.0,40.0,Pop,38.878762,-77.024045
58547,41.73,63.13,Undefined,26.93678811,-82.05278568
58559,62.95,117.95,Dance/Electronic,34.0417391,-118.2512004
58565,10.0,10.0,Other,28.0324123,-82.4524689
58566,10.0,10.0,Rock,42.959626,-85.687269
58575,20.0,40.0,Country,33.39607,-104.52143
58584,43.69,92.61,Jazz,38.299671,-122.285516
58586,43.69,92.61,Jazz,38.299671,-122.285516
58588,43.69,92.61,Jazz,38.299671,-122.285516
58590,14.0,14.0,Other,40.484138,-88.992789
58613,30.0,30.0,Dance/Electronic,47.6134847,-122.314457
58624,0.0,15.0,Dance/Electronic,47.6134847,-122.314457
58637,0.0,0.0,Country,43.051315720388,-76.16164963558
58641,24.95,24.95,Dance/Electronic,34.102718,-118.327156
58646,26.22,31.37,Rock,34.469322,-117.3430551
58647,0.0,14.95,Dance/Electronic,32.71498,-117.16078
58654,53.65,70.45,Jazz,42.362857,-71.118134
58655,53.65,70.45,Jazz,42.362857,-71.118134
58662,5.0,5.0,Dance/Electronic,33.50539,-86.79049
58668,0.0,0.0,Country,28.55976,-81.36474
58670,32.5,32.5,Country,32.71938,-117.16813
58680,16.0,75.0,Rock,41.508513,-81.580335
58683,15.0,120.0,Rock,41.86489,-87.78952
58712,0.0,12.0,Alternative,47.6134847,-122.314457
58715,28.0,28.0,Alternative,39.08258,-84.50955
58720,175.0,380.0,R&B,36.1276013,-115.1676835
58741,27.5,27.5,Pop,38.569993,-121.49087928
58749,0.0,0.0,Jazz,33.449979,-112.074318
58766,9.24,19.53,Rock,33.529436,-117.771375
58767,0.0,0.0,Country,34.413115,-82.7851626
58771,17.45,17.45,Rock,40.7257,-73.991673
58773,67.0,89.0,Jazz,27.767075,-82.632401
58775,14.6,14.6,Alternative,37.78323,-122.463783
58788,5.0,5.0,Other,33.50539,-86.79049
58792,5.0,5.0,Other,33.50539,-86.79049
58793,38.54,67.38,Rock,36.175636,-86.755652
58796,5.0,5.0,R&B,41.5082658,-81.5803633
58816,25.0,25.0,Rock,41.508513,-81.580335
58823,62.15,62.15,Jazz,34.098337,-118.337228
58826,57.0,57.0,Jazz,34.098337,-118.337228
58855,43.52,43.52,Rock,32.754526,-117.208922
58858,20.0,20.0,Rock,39.092089,-84.493152
58864,40.61,40.61,Jazz,40.7590167,-73.9896861
58866,23.1,517.5,Alternative,34.090897,-118.385693
58876,10.0,10.0,Pop,33.467108,-88.811518
58879,97.25,119.91,R&B,38.299671,-122.285516
58880,20.01,20.01,Alternative,34.10194,-118.304359
58884,61.71,119.91,R&B,38.299671,-122.285516
58885,17.0,17.0,Rock,36.7589448,-119.8023913
58891,7.95,13.6,Dance/Electronic,42.94107,-78.89144
58896,32.84,49.32,Rock,41.5341,-73.58431
58900,0.0,30.83,R&B,37.8086762,122.2696327
58910,20.0,20.0,Undefined,29.95600891,-90.07397461
58947,0.0,0.0,Alternative,35.9711714,-83.9204725
58970,22.5,22.5,R&B,34.0473,-118.24799
59034,22.6,22.6,Other,35.820643,-86.266806
59036,31.33,56.56,Jazz,38.299671,-122.285516
59041,0.0,50.0,Hip-Hop/Rap,37.8086762,122.2696327
59046,15.0,15.0,Metal,42.36422,-71.10133
59049,64.77,64.77,Country,41.5341,-73.58431
59070,23.1,620.5,Pop,34.090897,-118.385693
59079,29.5,29.5,Rock,38.569993,-121.49087928
59107,25.0,25.0,Other,41.900476,-74.00594130000002
59114,49.5,99.5,Latin,32.78232551,-96.79557625
59123,25.0,25.0,Other,41.900476,-74.00594130000002
59132,20.0,20.0,Dance/Electronic,42.36422,-71.10133
59138,6.67,11.82,Other,38.299671,-122.285516
59139,20.0,75.0,Folk,28.8106106,-81.2703374
59149,26.3,26.3,Rock,40.70708,-73.92193
59152,15.0,15.0,Metal,41.4399668003972,-81.70669730304604
59198,20.0,20.0,Folk,41.508513,-81.580335
59202,12.0,12.0,Metal,45.523,-122.67443
59214,0.0,0.0,Rock,41.86489,-87.78952
59221,48.05,171.25,Jazz,42.362857,-71.118134
59222,0.0,0.0,Jazz,41.86489,-87.78952
59224,12.0,12.0,Folk,47.665699,-122.38289
59237,11.55,11.55,Other,40.722974,-73.98608
59242,14.0,14.0,Rock,42.36422,-71.10133
59249,44.03,44.03,R&B,32.754526,-117.208922
59260,0.0,0.0,Jazz,41.86489,-87.78952
59263,0.0,0.0,Jazz,41.86489,-87.78952
59264,25.0,25.0,Other,41.86489,-87.78952
59281,13.36,13.36,Rock,38.8372852,-104.7899982
59289,20.0,20.0,Rock,43.048563,-87.89606100000003
59309,35.0,45.0,World,21.27665138244629,-157.826171875
59347,0.0,0.0,Pop,41.86489,-87.78952
59375,0.0,0.0,Country,41.86489,-87.78952
59378,29.0,69.0,Rock,39.963742,-82.995971
59379,0.0,0.0,Jazz,41.86489,-87.78952
59380,27.0,62.0,Rock,42.040884,-87.680254
59387,0.0,0.0,Jazz,41.86489,-87.78952
59389,0.0,0.0,Country,41.86489,-87.78952
59391,0.0,0.0,Country,41.86489,-87.78952
59394,0.0,0.0,Blues,41.86489,-87.78952
59395,0.0,0.0,Jazz,41.86489,-87.78952
59398,0.0,0.0,Jazz,41.86489,-87.78952
59400,0.0,0.0,Country,41.86489,-87.78952
59406,0.0,0.0,Jazz,41.86489,-87.78952
59408,15.0,15.0,Dance/Electronic,28.0324123,-82.4524689
59409,0.0,0.0,Country,41.86489,-87.78952
59410,0.0,0.0,Rock,41.86489,-87.78952
59417,17.5,67.5,Blues,43.07634404,-70.76009881
59420,39.5,75.0,Hip-Hop/Rap,32.748097,-117.131213
59437,0.0,0.0,Country,41.86489,-87.78952
59439,6.64,6.64,Alternative,41.5545801,-70.6230503
59449,50.0,50.0,World,38.9153136,-77.0210937
59461,27.5,65.0,Dance/Electronic,32.7163734,-117.16008559
59475,10.0,10.0,Rock,42.959626,-85.687269
59499,20.0,20.0,Pop,42.461839,-83.134773
59501,40.0,130.0,Pop,33.7102286,-116.1828984
59514,0.0,0.0,Jazz,41.86489,-87.78952
59516,10.0,10.0,Dance/Electronic,42.2666,-71.79923
59540,32.42,32.42,Hip-Hop/Rap,37.7755,-122.4378
59542,20.0,20.0,Alternative,40.73035,-74.17145
59544,27.0,62.0,Rock,42.040884,-87.680254
59549,30.0,30.0,Rock,42.461839,-83.134773
59552,32.31,32.31,Rock,39.728035,-121.837586
59557,15.0,15.0,Country,40.814369,-96.700762
59558,0.0,40.0,Dance/Electronic,41.8971492,-87.880238
59568,10.0,10.0,Pop,41.527733,-88.081972
59575,0.0,0.0,Country,41.86489,-87.78952
59596,10.0,10.0,Alternative,29.9605954,-90.0594676
59599,12.0,12.0,Rock,28.5598651,-81.3647185
59602,0.0,0.0,Rock,34.090897,-118.385693
59604,83.54,109.09,Jazz,35.849107,-78.89094
59610,18.0,18.0,Hip-Hop/Rap,34.077729,-118.260108
59618,0.0,0.0,Jazz,41.86489,-87.78952
59638,0.0,15.0,Country,42.2185947623,-83.5218059153
59640,0.0,0.0,Jazz,41.571249,-81.570474
59648,34.95,34.95,Dance/Electronic,39.73504,-104.98574
59652,32.36,32.36,Rock,35.2416234,-120.643175
59655,0.0,15.0,Country,42.2185947623,-83.5218059153
59687,6.67,11.82,Blues,38.299671,-122.285516
59691,38.0,102.0,Rock,41.0759493,-85.13967863
59692,14.95,14.95,Dance/Electronic,32.71498,-117.16078
59705,0.0,0.0,Other,39.9849634,-83.0375112
59725,0.0,0.0,Jazz,28.55976,-81.36474
59730,0.0,0.0,Jazz,28.55976,-81.36474
59745,66.56,66.56,Other,35.04930136294067,-89.85064280740967
59764,29.5,29.5,Rock,35.137961,-90.01005
59781,20.0,50.0,Rock,39.092089,-84.493152
59814,39.21,39.21,Jazz,36.151435,-86.804438
59816,0.0,0.0,Alternative,41.571146,-81.570444
59820,19.51,19.51,Rock,40.7257,-73.991673
59826,25.93,43.14,Rock,40.7442495,-73.9903775
59830,6.67,11.82,Jazz,38.299671,-122.285516
59839,15.0,30.0,Alternative,36.15872,-95.99396
59854,23.1,672.0,Alternative,34.090897,-118.385693
59856,11.55,17.45,Alternative,40.722974,-73.98608
59870,30.0,85.0,Dance/Electronic,34.09850537,-118.32421313
59876,0.0,0.0,Other,28.55976,-81.36474
59883,30.25,30.25,Other,37.786022,-122.409225
59935,12.0,12.0,Dance/Electronic,39.082695,-84.509561
59946,10.0,10.0,Rock,39.092089,-84.493152
59951,20.0,20.0,R&B,47.5590595,-122.303927
59992,0.0,0.0,Dance/Electronic,28.55976,-81.36474
59996,0.0,0.0,Dance/Electronic,28.55976,-81.36474
60023,0.0,0.0,Jazz,28.55976,-81.36474
60024,0.0,0.0,Jazz,28.55976,-81.36474
60070,25.0,42.5,Hip-Hop/Rap,44.980837,-93.237034
60093,103.0,1503.0,Country,36.116156,-115.175058
60106,0.0,0.0,Hip-Hop/Rap,28.55976,-81.36474
60109,59.5,299.5,Hip-Hop/Rap,38.897412,-77.020029
60113,0.0,0.0,Hip-Hop/Rap,28.55976,-81.36474
60114,0.0,0.0,Jazz,28.55976,-81.36474
60118,0.0,0.0,Hip-Hop/Rap,28.55976,-81.36474
60138,10.0,10.0,Rock,30.437812,-91.1898835
60141,10.0,150.0,Dance/Electronic,41.25763,-96.17281
60182,15.0,15.0,Country,45.50122605,-122.65284748
60291,29.95,29.95,Dance/Electronic,34.102718,-118.327156
60298,0.0,30.59,Hip-Hop/Rap,40.765132,-73.016821
60300,29.5,299.5,Dance/Electronic,40.7497062,-73.9916006
60305,34.25,56.75,Rock,32.990942,-117.270629
60309,46.27,122.95,R&B,40.759649,-73.987331
60319,41.5,91.5,Undefined,33.471204,-81.966101
60328,26.0,101.0,Alternative,42.459561,-83.133209
60351,27.16,27.16,Rock,39.72963,-121.83905
60353,0.0,0.0,Other,37.78323,-122.463783
60356,25.0,25.0,Dance/Electronic,40.720364,-73.993542
60360,23.62,43.14,Rock,40.745847,-73.982927
60371,0.0,0.0,Folk,37.766526,-122.430487
60379,71.13,71.13,World,39.672363,-104.865271
60439,25.0,25.0,Other,41.508308,-81.5808109
60443,6.67,11.82,Blues,38.299671,-122.285516
60449,69.5,99.5,Rock,32.788311,-79.936803
60452,25.0,65.0,Undefined,39.77464676,-86.15145874
60453,42.5,52.5,Hip-Hop/Rap,33.451085,-112.079228
60488,20.0,20.0,Dance/Electronic,42.35330048,-71.04747991
60498,23.1,23.1,Alternative,40.7258559,-73.9840245
60531,49.5,49.5,Other,39.744362,-104.990271
60555,36.06,36.06,Dance/Electronic,32.754526,-117.208922
60570,18.0,138.0,Jazz,41.86489,-87.78952
60594,15.0,15.0,Dance/Electronic,38.569993,-121.49087928
60623,12.0,12.0,Rock,39.092089,-84.493152
60673,15.95,15.95,Dance/Electronic,34.10205,-118.3209
60675,20.53,20.53,Other,37.769739,-122.420282
60683,0.0,0.0,Hip-Hop/Rap,32.754526,-117.208922
60689,22.84,22.84,Alternative,37.769739,-122.420282
60692,37.0,67.0,Rock,33.43699137,-111.94398356
60694,12.0,18.0,Pop,41.707491,-88.085339
60695,31.34,31.34,R&B,36.9875105,-121.9828327
60723,10.0,10.0,Jazz,41.5706596,-81.5733357
60725,40.0,55.0,Blues,42.2022294,-83.1510348
60726,71.13,71.13,World,39.672363,-104.865271
60733,12.85,12.85,Alternative,36.137061,-86.778496
60735,59.98,79.98,Undefined,36.1101115,-115.1708107
60736,11.55,11.55,Alternative,40.7257,-73.991673
60766,5.0,5.0,R&B,41.5082658,-81.5803633
60783,20.0,20.0,Other,41.5082658,-81.5803633
60793,0.0,0.0,Jazz,41.86489,-87.78952
60799,89.95,99.95,Undefined,36.113397,-115.160087
60810,28.93,28.93,Rock,33.777011,-117.940602
60812,86.99,111.49,Undefined,36.1101115,-115.1708107
60819,22.0,22.0,Pop,39.985866,-83.005629
60843,36.0,51.0,Rock,39.101621,-84.507227
60865,0.0,0.0,Rock,37.7755,-122.4378
60915,25.95,25.95,Dance/Electronic,39.73355,-104.98706
60978,0.0,14.95,Reggae,32.7101458,-117.1616597
61010,15.0,15.0,Rock,47.713056,-122.570966
61021,16.0,16.0,Rock,45.523,-122.67443
61025,22.62,33.93,Folk,33.529436,-117.771375
61029,50.0,200.0,World,41.6379702,-85.9243129
61033,10.0,10.0,Hip-Hop/Rap,41.527733,-88.081972
61038,0.0,0.0,Jazz,41.5706596,-81.5733357
61039,13.61,13.61,Other,40.722974,-73.98608
61047,15.42,15.42,Alternative,36.194958,-86.743149
61112,12.0,12.0,Rock,39.08258,-84.50955
61193,15.0,15.0,Rock,42.36422,-71.10133
61195,13.61,13.61,Other,40.722974,-73.98608
61204,20.01,20.01,Rock,34.10194,-118.304359
61215,14.0,14.0,Rock,42.36422,-71.10133
61216,150.0,300.0,Country,33.952206,-96.414088
61220,32.11,32.11,Rock,36.011306,-115.175281
61224,23.0,23.0,Alternative,29.9172719,-90.1007669
61226,5.0,5.0,R&B,41.5082658,-81.5803633
61238,10.0,10.0,Jazz,41.5082658,-81.5803633
61250,25.0,35.0,R&B,21.27665138244629,-157.826171875
61254,26.5,51.5,Undefined,31.5753404,-84.1536489
61271,23.1,620.5,Alternative,34.090897,-118.385693
61281,43.23,43.23,R&B,37.7755,-122.4378
61284,18.0,28.0,Rock,42.2022294,-83.1510348
61289,20.0,20.0,R&B,41.5082658,-81.5803633
61292,5.0,5.0,R&B,41.5082658,-81.5803633
61300,0.0,0.0,Country,35.03857819061,-85.3060519754
61316,11.55,11.55,Other,40.722974,-73.98608
61317,59.5,159.5,Latin,41.976641,-87.86369
61335,13.61,13.61,Other,40.722974,-73.98608
61350,21.0,21.0,Jazz,41.2453832,-75.8818108
61353,21.03,32.84,Rock,41.5341,-73.58431
61354,13.61,13.61,Other,40.722974,-73.98608
61359,20.01,20.01,Pop,34.10194,-118.304359
61360,0.0,0.0,Rock,38.9153136,-77.0210937
61363,13.36,13.36,Alternative,36.194958,-86.743149
61377,17.45,17.45,Other,40.722974,-73.98608
61390,35.5,145.5,Metal,38.626432,-90.202617
61393,15.0,15.0,Other,41.477055,-81.7735853
61397,25.0,50.0,Metal,41.527733,-88.081972
61408,22.21,32.22,Pop,36.152076,-86.770085
61414,13.61,13.61,Other,40.722974,-73.98608
61435,45.0,115.0,Rock,33.86799,-118.06182
61441,22.0,22.0,Alternative,42.459561,-83.133209
61446,45.83,275.18,Rock,36.12139406,-115.16923919
61447,103.0,1503.0,Country,36.116156,-115.175058
61457,32.84,44.17,Blues,41.5341,-73.58431
61470,39.5,79.5,Jazz,47.61196,-122.34142
61483,27.22,27.22,Rock,37.766526,-122.430487
61485,30.0,64.0,Undefined,33.999024,-81.035393
61554,25.0,100.0,Country,38.0530644,-84.50911
61600,20.0,20.0,R&B,42.3528999,-71.1326128
61602,27.5,27.5,Rock,33.508899,-86.797919
61628,75.0,85.0,Rock,35.140162,-90.055558
61679,40.0,40.0,Rock,40.480891,-79.972349
61741,29.5,29.5,Rock,33.751769,-84.389681
61743,30.0,64.5,Rock,36.173214,-86.783632
61751,21.12,21.12,Alternative,35.399455,-119.0429
61771,30.0,64.5,Rock,32.7885,-97.34775
61792,20.0,25.0,Dance/Electronic,42.351852,-83.060335
61867,30.0,40.0,Rock,21.27665138244629,-157.826171875
61868,26.71,112.7,Pop,36.175636,-86.755652
61870,30.0,40.0,Rock,21.27665138244629,-157.826171875
61927,26.0,26.0,Rock,42.3528999,-71.1326128
61931,20.0,120.0,Rock,41.86489,-87.78952
61955,59.98,79.98,Undefined,36.1101115,-115.1708107
61978,32.87,90.04,Rock,36.175636,-86.755652
61981,35.25,35.25,R&B,32.990942,-117.270629
61989,30.0,45.0,Rock,39.143968,-84.521195
61990,20.0,20.0,Rock,42.36422,-71.10133
62002,12.87,12.87,Dance/Electronic,30.268487,-97.736192
62005,12.0,20.0,Blues,32.716598,-117.224101
62033,25.0,70.0,Dance/Electronic,32.748097,-117.131213
62035,27.5,27.5,Dance/Electronic,41.477055,-81.7735853
62046,37.5,52.5,Pop,34.06141494,-118.30879207
62070,22.0,100.0,Rock,38.0530644,-84.50911
62073,20.0,20.0,Rock,47.665699,-122.38289
62077,20.0,20.0,Pop,39.115604,-77.5678328
62087,59.98,79.98,Undefined,36.1101115,-115.1708107
62096,18.5,18.5,Country,38.91819,-77.02241
62099,31.58,47.78,Pop,40.7253238,-73.9843144
62100,18.58,131.51,Rock,36.152076,-86.770085
62115,35.0,35.0,Rock,38.91819,-77.02241
62116,21.45,21.45,Rock,40.722036,-73.986806
62187,64.5,135.0,Rock,41.58096,-93.8544
62188,27.22,27.22,Folk,37.766526,-122.430487
62205,37.25,37.25,Blues,32.990942,-117.270629
62241,25.0,25.0,Jazz,28.541017,-81.3723874
62266,110.5,110.5,Country,38.0530644,-84.50911
62292,10.0,29.0,Country,39.768343,-86.249381
62293,39.21,39.21,Rock,36.151435,-86.804438
62309,20.0,35.0,Rock,36.8493416,-76.0194075
62358,62.0,397.0,World,40.7497062,-73.9916006
62404,47.0,77.0,Classical,38.62807989,-90.20122536
62420,56.5,122.0,Rock,34.956718,-81.935307
62451,20.0,20.0,Metal,39.28763705,-76.60719037
62455,21.0,41.0,Alternative,38.878762,-77.024045
62473,26.72,26.72,Country,39.801679,-104.986439
62483,38.0,100.0,Pop,41.32352,-74.80013
62488,34.5,99.5,Rock,40.77517125,-73.56055321
62491,0.0,0.0,Dance/Electronic,34.618276,-118.190148
62493,25.0,25.0,Hip-Hop/Rap,40.82711,-74.10333
62506,25.0,52.0,Undefined,42.5364483,-83.0373454
62507,18.0,18.0,Rock,40.814369,-96.700762
62509,19.95,19.95,Dance/Electronic,33.64245,-117.91764
62510,17.95,17.95,Rock,40.7258559,-73.9840245
62511,10.0,10.0,Dance/Electronic,42.36599,-71.0611
62576,20.0,20.0,Rock,29.9605954,-90.0594676
62598,25.0,35.0,Rock,35.66589,-105.99394
62638,0.0,0.0,Alternative,40.7258559,-73.9840245
62652,0.0,0.0,Other,37.78323,-122.463783
62659,0.0,0.0,Other,40.7258559,-73.9840245
62674,20.0,20.0,Rock,44.059678,-121.308315
62678,21.57,21.57,Rock,37.766526,-122.430487
62687,0.0,0.0,Other,37.78323,-122.463783
62690,40.0,40.0,Other,41.508308,-81.5808109
62697,15.0,50.0,Pop,38.878762,-77.024045
62737,16.0,16.0,Rock,42.4022473,-83.0527366
62741,0.0,0.0,Other,37.78323,-122.463783
62763,39.99,69.99,Undefined,36.135691,-115.152356
62788,59.0,175.0,Blues,28.6064557,-81.1985302
62815,18.0,18.0,Country,40.480891,-79.972349
62828,10.0,10.0,Rock,43.11520773,-75.59038661
62832,0.0,0.0,Rock,40.7258559,-73.9840245
62835,26.0,26.0,Rock,33.75184,-84.389887
62863,10.0,10.0,Other,41.477055,-81.7735853
62867,60.0,80.0,R&B,35.161426,-114.571379
62868,30.02,30.02,Rock,33.767095,-118.116275
62871,0.0,0.0,Alternative,40.7258559,-73.9840245
62874,15.0,15.0,Rock,38.6559391,-90.3049733
62879,0.0,0.0,Other,40.7258559,-73.9840245
62891,0.0,0.0,Other,40.7258559,-73.9840245
62966,35.0,35.0,Rock,30.26605,-97.740401
63049,0.0,0.0,Rock,42.040884,-87.680254
63057,24.0,24.0,Dance/Electronic,47.61358643,-122.34428406
63079,0.0,0.0,Other,37.78323,-122.463783
63119,16.51,16.51,Country,39.672363,-104.865271
63134,7.0,7.0,Alternative,33.50539,-86.79049
63209,29.5,29.5,Hip-Hop/Rap,42.365977,-71.0617
63225,20.0,20.0,Alternative,41.885046,-87.661767
63240,0.0,0.0,Other,40.722974,-73.98608
63242,33.0,33.0,Rock,39.28763705,-76.60719037
63245,22.0,22.0,Hip-Hop/Rap,33.9818337,-117.3712786
63254,24.76,24.76,Alternative,36.152076,-86.770085
63273,30.0,40.0,Rock,47.66126297,-122.31405191
63283,16.51,16.51,Country,39.672363,-104.865271
63286,16.51,16.51,Country,39.672363,-104.865271
63295,16.51,16.51,Country,39.672363,-104.865271
63307,69.0,179.0,Pop,36.11726269,-115.17272405
63314,15.0,15.0,Hip-Hop/Rap,33.751769,-84.389681
63315,0.0,0.0,Rock,36.7589448,-119.8023913
63316,0.0,0.0,Folk,28.5598651,-81.3647185
63317,0.0,0.0,Rock,35.399455,-119.0429
63348,23.18,23.18,Rock,36.7589448,-119.8023913
63376,43.5,553.5,Pop,29.4330386,-98.4337987
63433,39.5,119.5,Rock,33.9583,-118.341868
63497,22.07,22.07,Rock,36.9875105,-121.9828327
63501,35.0,35.0,Pop,29.78627,-95.36562
63515,48.99,198.99,Latin,38.8934837,-77.0417491
63584,20.0,20.0,Blues,42.396646,-71.123041
63629,0.0,0.0,Rock,42.961269,-85.668812
63632,22.0,22.0,Rock,39.96477,-75.134457
63635,30.0,47.0,Other,40.80986245,-73.95013312
63654,38.25,38.25,Country,43.6539716,-70.2632924
63686,30.0,50.0,Rock,33.451085,-112.079228
63753,66.56,66.56,Other,36.084534,86.7304585
63781,10.0,10.0,Rock,41.8158981,-71.4431044
63787,45.0,50.0,Rock,41.98475943,-114.67170283
63800,44.0,44.0,Jazz,35.962335,-83.917015
63815,46.0,96.0,Rock,38.8961209,-77.0296101
63818,25.0,25.0,Rock,41.49949386,-81.6910261
63830,40.0,55.0,Undefined,33.455577,-117.1059
63853,12.75,12.75,Jazz,43.09205,-77.656606
63893,25.5,28.0,Rock,39.96359,-82.984967
63898,19.27,38.54,Country,36.175636,-86.755652
63907,39.5,79.5,Rock,39.740611,-104.977194
63944,45.83,275.18,Rock,36.12139406,-115.16923919
63956,30.0,30.0,Rock,47.66126297,-122.31405191
64014,12.0,12.0,Alternative,33.449979,-112.074318
64017,93.99,93.99,Dance/Electronic,41.9063,-87.659
64050,55.0,255.0,Latin,40.84626724,-73.93835048
64056,50.0,50.0,Other,47.65701,-117.426011
64066,12.0,12.0,Rock,40.480855,-79.972264
64081,35.0,55.0,Folk,32.788311,-79.936803
64091,25.0,25.0,Metal,35.240299,-80.845314
64106,57.21,107.21,Dance/Electronic,36.102916,-115.169756
64132,35.0,65.0,Hip-Hop/Rap,33.296799,-105.684721
64154,30.0,30.0,Blues,38.91795,-77.02373
64175,42.75,53.5,Rock,47.61196,-122.34142
64204,18.0,30.0,Latin,43.074566,-89.380978
64222,28.25,723.5,Alternative,34.090897,-118.385693
64325,35.96,51.41,Rock,37.9313775,-121.6938842
64326,145.5,405.5,World,37.76797,-122.387464
64330,17.0,17.0,Rock,38.6559391,-90.3049733
64336,34.0,59.0,Undefined,35.137961,-90.01005
64343,27.5,27.5,Undefined,36.117775,-115.172576
64350,29.5,64.5,R&B,34.04263554,-118.25558624
64352,50.0,80.0,Rock,46.3750691,-120.3423175
64360,65.0,99.5,Hip-Hop/Rap,38.880099,-77.026165
64361,0.0,0.0,R&B,29.9172719,-90.1007669
64385,0.0,0.0,Folk,29.9172719,-90.1007669
64407,20.0,20.0,Dance/Electronic,42.395651,-71.069057
64456,29.31,51.41,Rock,36.73129,-119.7701
64467,20.0,20.0,Folk,40.720364,-73.993542
64472,41.11,51.41,Rock,33.52585,-117.17473
64473,35.96,51.41,Rock,34.618276,-118.190148
64489,57.21,107.21,Dance/Electronic,36.102916,-115.169756
64493,14.13,14.13,World,39.7305946,-104.9886474
64498,9.5,22.0,Rock,43.0797365,-89.3765191
64529,26.7,26.7,Pop,32.767448,-117.20224
64533,39.5,74.5,Country,26.134246,-80.136172
64545,29.28,723.5,Rock,34.090897,-118.385693
64556,32.5,32.5,Rock,37.7842392,-122.4332936
64563,22.84,22.84,Pop,37.769739,-122.420282
64579,8.73,8.73,World,39.7305946,-104.9886474
64585,28.0,45.0,Hip-Hop/Rap,36.8493416,-76.0194075
64586,20.0,30.0,Rock,39.100528,-84.432503
